PHY_SERDES,WSDS_DIG_1B,0x4009C,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_1C,0x400A0,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_1D,0x400A4,12,0,0-0,0-0
PHY_SERDES,WSDS_DIG_1E,0x400A8,8,0,0-0,0-0
PHY_SERDES,WSDS_DIG_1F,0x400AC,9,0,0-0,0-0
PHY_SERDES,WSDS_DIG_20,0x400B0,5,0,0-0,0-0
PHY_SERDES,WSDS_DIG_21,0x400B4,7,0,0-0,0-0
PHY_SERDES,WSDS_DIG_22,0x400B8,4,0,0-0,0-0
PHY_SERDES,WSDS_DIG_23,0x400BC,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_24,0x400C0,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_25,0x400C4,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_26,0x400C8,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_27,0x400CC,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_28,0x400D0,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_29,0x400D4,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_2A,0x400D8,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_2B,0x400DC,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_2C,0x400E0,1,0,0-0,0-0
PHY_SERDES,FORCE_BEN,0x400E4,3,0,0-0,0-0
PHY_SERDES,SDS_REG0,0x40800,15,0,0-0,0-0
PHY_SERDES,SDS_REG1,0x40804,11,0,0-0,0-0
PHY_SERDES,SDS_REG2,0x40808,9,0,0-0,0-0
PHY_SERDES,SDS_REG3,0x4080C,10,0,0-0,0-0
PHY_SERDES,SDS_REG4,0x40810,9,0,0-0,0-0
PHY_SERDES,SDS_REG5,0x40814,12,0,0-0,0-0
PHY_SERDES,SDS_REG6,0x40818,8,0,0-0,0-0
PHY_SERDES,SDS_REG7,0x4081C,11,0,0-0,0-0
PHY_SERDES,SDS_REG8,0x40820,9,0,0-0,0-0
PHY_SERDES,SDS_REG9,0x40824,2,0,0-0,0-0
PHY_SERDES,SDS_REG10,0x40828,13,0,0-0,0-0
PHY_SERDES,SDS_REG11,0x4082C,2,0,0-0,0-0
PHY_SERDES,SDS_REG12,0x40830,7,0,0-0,0-0
PHY_SERDES,SDS_REG13,0x40834,6,0,0-0,0-0
PHY_SERDES,SDS_REG14,0x40838,13,0,0-0,0-0
PHY_SERDES,SDS_REG15,0x4083C,2,0,0-0,0-0
